                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.1482,                 1.1546,                 1.3511,                0.79127,                0.59929,                0.68003,                0.47133,                 1.4268,                 1.2436,                  1.556,               0.001502,               0.001502,               0.001502
                     13,                 1.1405,                 1.1408,                 1.3493,                0.79437,                 0.6374,                0.70288,                0.48871,                 1.3914,                 1.1924,                 1.5088,              0.0014855,              0.0014855,              0.0014855
                     14,                 1.1199,                 1.1187,                 1.3379,                0.80005,                0.62665,                0.70142,                0.48258,                 1.4152,                 1.1929,                  1.516,               0.001469,               0.001469,               0.001469
                     15,                 1.1136,                 1.0877,                 1.3288,                0.79538,                0.62624,                0.68981,                0.48192,                 1.4416,                 1.2151,                   1.54,              0.0014525,              0.0014525,              0.0014525
                     16,                 1.1068,                 1.0941,                 1.3189,                0.82714,                0.62342,                0.71826,                0.49725,                 1.3964,                 1.1677,                 1.5068,               0.001436,               0.001436,               0.001436
                     17,                 1.0875,                 1.0669,                 1.3151,                 0.8274,                0.63554,                0.72308,                0.50863,                 1.3543,                 1.1116,                 1.4666,              0.0014195,              0.0014195,              0.0014195
                     18,                 1.0758,                 1.0354,                 1.3061,                0.79967,                0.63751,                0.71243,                0.50128,                 1.3717,                  1.161,                 1.4827,              0.0014029,              0.0014029,              0.0014029
                     19,                  1.081,                 1.0459,                 1.3086,                0.81096,                0.64885,                0.72562,                0.50793,                 1.3501,                 1.0985,                 1.4753,              0.0013864,              0.0013864,              0.0013864
                     20,                 1.0779,                 1.0239,                 1.3012,                 0.7689,                 0.6249,                0.69026,                0.48181,                 1.4129,                  1.195,                 1.4944,              0.0013699,              0.0013699,              0.0013699
                     21,                  1.065,                 1.0104,                 1.2963,                0.81089,                0.66049,                0.73726,                0.52051,                  1.328,                 1.0652,                 1.4542,              0.0013534,              0.0013534,              0.0013534
                     22,                 1.0439,                0.99367,                 1.2856,                0.81361,                0.64845,                0.73356,                0.51895,                 1.3201,                  1.118,                 1.4305,              0.0013369,              0.0013369,              0.0013369
                     23,                 1.0594,                 1.0124,                 1.2916,                0.82295,                0.64732,                0.72751,                0.51505,                  1.347,                 1.1028,                 1.4586,              0.0013204,              0.0013204,              0.0013204
                     24,                 1.0599,                  1.012,                  1.297,                0.83269,                0.66239,                 0.7443,                0.52439,                  1.336,                  1.053,                 1.4456,              0.0013039,              0.0013039,              0.0013039
                     25,                 1.0302,                0.97754,                 1.2814,                0.82984,                0.67288,                0.74743,                0.52999,                 1.3054,                 1.0205,                 1.4317,              0.0012874,              0.0012874,              0.0012874
                     26,                  1.044,                0.99105,                 1.2862,                0.83333,                0.66959,                0.75085,                0.53307,                 1.3086,                 1.0179,                 1.4292,              0.0012709,              0.0012709,              0.0012709
                     27,                 1.0305,                0.96896,                 1.2712,                0.81834,                0.67997,                0.75197,                 0.5319,                 1.3054,                 1.0135,                 1.4394,              0.0012544,              0.0012544,              0.0012544
                     28,                 1.0276,                0.95664,                 1.2685,                0.84432,                0.66702,                0.75204,                0.53216,                 1.2986,                 1.0019,                 1.4309,              0.0012379,              0.0012379,              0.0012379
                     29,                 1.0338,                0.96254,                 1.2802,                0.81683,                0.68302,                0.75518,                0.53732,                 1.2944,                 1.0041,                 1.4281,              0.0012214,              0.0012214,              0.0012214
                     30,                  1.025,                0.95785,                 1.2754,                0.84075,                0.66607,                0.75815,                0.54049,                 1.2753,                 1.0051,                  1.412,              0.0012049,              0.0012049,              0.0012049
                     31,                 1.0013,                 0.9314,                 1.2559,                0.84372,                0.67486,                0.75864,                0.54082,                 1.2841,                0.97984,                 1.4243,              0.0011884,              0.0011884,              0.0011884
                     32,                 1.0139,                0.93451,                 1.2653,                0.82991,                0.68493,                0.75752,                0.54067,                 1.2736,                0.98159,                 1.4206,              0.0011719,              0.0011719,              0.0011719
                     33,                  1.012,                0.92656,                 1.2634,                0.84153,                0.67359,                 0.7593,                0.54262,                 1.2692,                0.98126,                 1.4125,              0.0011554,              0.0011554,              0.0011554
                     34,                   1.01,                0.93137,                 1.2618,                0.84279,                 0.6873,                0.76279,                0.54983,                 1.2481,                0.95542,                 1.4034,              0.0011389,              0.0011389,              0.0011389
                     35,                 1.0149,                0.92735,                 1.2606,                0.85028,                0.68214,                0.76631,                0.54512,                 1.2625,                0.96607,                 1.4047,              0.0011224,              0.0011224,              0.0011224
                     36,                0.99042,                0.89146,                 1.2466,                0.84614,                0.67954,                0.76638,                0.54962,                 1.2498,                0.96028,                 1.3946,              0.0011059,              0.0011059,              0.0011059
                     37,                0.98965,                0.89451,                 1.2484,                 0.8361,                0.67518,                0.76109,                0.54357,                 1.2625,                0.96126,                 1.3999,              0.0010894,              0.0010894,              0.0010894
                     38,                0.99119,                0.90866,                 1.2469,                0.84143,                0.68773,                0.77042,                0.55262,                 1.2505,                0.93262,                 1.3933,              0.0010729,              0.0010729,              0.0010729
                     39,                0.98837,                0.88358,                 1.2394,                0.84208,                0.69212,                0.77244,                0.55572,                 1.2409,                0.93168,                 1.3887,              0.0010564,              0.0010564,              0.0010564
                     40,                0.97733,                0.87623,                 1.2364,                0.84315,                 0.6849,                0.76848,                0.55217,                 1.2409,                0.92581,                 1.3914,              0.0010399,              0.0010399,              0.0010399
                     41,                0.96514,                0.87779,                 1.2312,                0.83745,                0.68732,                 0.7702,                0.55647,                  1.236,                0.92037,                 1.3881,              0.0010234,              0.0010234,              0.0010234
                     42,                0.99031,                0.88109,                 1.2435,                0.84658,                0.69207,                0.76942,                0.55478,                 1.2339,                0.91477,                  1.385,              0.0010069,              0.0010069,              0.0010069
                     43,                0.96303,                0.85044,                  1.223,                0.84348,                0.69009,                0.77631,                0.55754,                 1.2218,                0.91256,                 1.3818,             0.00099036,             0.00099036,             0.00099036
                     44,                0.96163,                0.85835,                 1.2249,                0.84066,                0.69374,                0.77598,                0.55786,                 1.2349,                0.91615,                 1.3852,             0.00097386,             0.00097386,             0.00097386
                     45,                   0.96,                0.85195,                 1.2259,                0.85389,                0.68242,                0.77131,                0.55435,                 1.2341,                0.91921,                 1.3787,             0.00095736,             0.00095736,             0.00095736
                     46,                0.97695,                0.87002,                 1.2308,                0.84198,                0.69427,                0.77965,                0.55809,                 1.2328,                0.89578,                 1.3779,             0.00094085,             0.00094085,             0.00094085
                     47,                 0.9598,                0.83993,                 1.2265,                0.86064,                0.69167,                0.78185,                0.56437,                 1.2151,                0.89337,                 1.3717,             0.00092435,             0.00092435,             0.00092435
                     48,                0.94858,                0.83955,                 1.2174,                0.85273,                0.70219,                0.78223,                0.56282,                 1.2217,                0.88015,                 1.3728,             0.00090785,             0.00090785,             0.00090785
                     49,                0.94452,                0.82564,                 1.2145,                0.85192,                0.70179,                0.78352,                0.56637,                  1.203,                0.89628,                 1.3626,             0.00089134,             0.00089134,             0.00089134
                     50,                0.94455,                0.82735,                 1.2111,                0.84666,                0.70338,                0.78147,                0.56634,                 1.2101,                0.88764,                 1.3653,             0.00087484,             0.00087484,             0.00087484
                     51,                0.93916,                0.82237,                 1.2137,                0.85549,                0.71219,                0.78704,                0.56767,                 1.2085,                0.86786,                 1.3617,             0.00085834,             0.00085834,             0.00085834
                     52,                0.93496,                0.81493,                 1.2077,                0.85522,                0.70199,                 0.7856,                 0.5683,                 1.2122,                0.87624,                 1.3644,             0.00084184,             0.00084184,             0.00084184
                     53,                0.92463,                0.81852,                 1.2026,                0.85506,                0.70471,                0.78912,                0.56869,                 1.2089,                0.87115,                 1.3598,             0.00082533,             0.00082533,             0.00082533
                     54,                0.94486,                0.82292,                  1.216,                0.84728,                0.71298,                0.79043,                0.57235,                 1.2035,                0.86009,                 1.3619,             0.00080883,             0.00080883,             0.00080883
                     55,                0.93404,                0.80179,                 1.2034,                 0.8431,                0.71138,                0.79249,                0.57348,                 1.2013,                0.86468,                 1.3566,             0.00079233,             0.00079233,             0.00079233
                     56,                0.92131,                0.79495,                 1.1995,                0.84657,                0.71029,                0.79002,                0.57228,                 1.2046,                0.85734,                 1.3562,             0.00077582,             0.00077582,             0.00077582
                     57,                0.91679,                0.79087,                 1.2013,                0.83286,                0.71481,                0.78928,                 0.5741,                 1.1981,                 0.8554,                  1.354,             0.00075932,             0.00075932,             0.00075932
                     58,                0.91475,                0.78225,                  1.193,                0.84719,                0.70862,                0.78863,                0.57574,                 1.1908,                0.85577,                 1.3477,             0.00074282,             0.00074282,             0.00074282
                     59,                0.92282,                0.78907,                 1.2038,                0.84444,                0.72069,                0.79676,                0.57738,                 1.1916,                0.84119,                 1.3512,             0.00072631,             0.00072631,             0.00072631
                     60,                0.92101,                 0.7833,                 1.1973,                0.84093,                0.71951,                0.79463,                0.57745,                 1.1919,                 0.8465,                 1.3447,             0.00070981,             0.00070981,             0.00070981
                     61,                0.90049,                0.76591,                 1.1824,                0.84216,                0.71146,                0.79266,                0.57644,                  1.188,                0.84629,                 1.3458,             0.00069331,             0.00069331,             0.00069331
                     62,                0.91246,                0.77133,                 1.1893,                0.85234,                0.71546,                0.79621,                0.57963,                 1.1901,                0.84707,                 1.3471,              0.0006768,              0.0006768,              0.0006768
                     63,                0.91329,                0.76909,                 1.1903,                0.85626,                0.71848,                0.79744,                0.57933,                 1.1911,                 0.8295,                 1.3502,              0.0006603,              0.0006603,              0.0006603
                     64,                0.90397,                0.75174,                 1.1865,                0.85679,                 0.7137,                0.79742,                0.58064,                 1.1824,                0.83309,                   1.34,              0.0006438,              0.0006438,              0.0006438
                     65,                0.89816,                0.76036,                 1.1813,                0.84178,                0.72997,                0.80086,                0.58121,                 1.1815,                0.83001,                 1.3368,             0.00062729,             0.00062729,             0.00062729
                     66,                0.88406,                0.73807,                 1.1742,                0.85146,                0.72301,                0.79651,                0.58209,                 1.1684,                0.83154,                  1.333,             0.00061079,             0.00061079,             0.00061079
                     67,                0.88598,                0.73782,                 1.1786,                0.85043,                 0.7192,                0.80162,                0.58162,                 1.1789,                 0.8249,                 1.3417,             0.00059429,             0.00059429,             0.00059429
                     68,                0.87812,                0.72502,                 1.1679,                0.85423,                0.72052,                0.80031,                0.58288,                 1.1794,                0.81996,                 1.3395,             0.00057778,             0.00057778,             0.00057778
                     69,                0.88982,                0.75288,                 1.1749,                0.85152,                0.71671,                0.80046,                0.58163,                 1.1674,                 0.8207,                 1.3338,             0.00056128,             0.00056128,             0.00056128
                     70,                0.86569,                0.71602,                  1.167,                0.84168,                0.72534,                0.79876,                0.58351,                 1.1727,                0.81822,                 1.3368,             0.00054478,             0.00054478,             0.00054478
                     71,                0.88002,                0.73496,                 1.1694,                0.84266,                0.72659,                0.79971,                0.58513,                  1.169,                0.81605,                 1.3329,             0.00052827,             0.00052827,             0.00052827
                     72,                0.88403,                0.72563,                   1.17,                 0.8492,                 0.7258,                0.80219,                 0.5834,                 1.1625,                0.81767,                  1.325,             0.00051177,             0.00051177,             0.00051177
                     73,                0.87615,                0.72241,                 1.1693,                  0.862,                0.71859,                0.80422,                0.58677,                 1.1664,                0.81095,                 1.3283,             0.00049527,             0.00049527,             0.00049527
                     74,                0.85946,                0.70965,                 1.1564,                0.85326,                0.73227,                0.80411,                0.58722,                 1.1686,                0.80426,                 1.3328,             0.00047876,             0.00047876,             0.00047876
                     75,                0.87118,                0.72186,                 1.1665,                0.85574,                0.73434,                0.80366,                0.58352,                 1.1707,                0.81138,                 1.3355,             0.00046226,             0.00046226,             0.00046226
                     76,                0.85805,                 0.6922,                  1.158,                0.85161,                0.73132,                0.80498,                0.58723,                 1.1656,                  0.803,                 1.3291,             0.00044576,             0.00044576,             0.00044576
                     77,                0.86148,                0.70164,                 1.1591,                 0.8514,                0.73064,                0.80409,                0.58685,                 1.1665,                0.80511,                 1.3296,             0.00042925,             0.00042925,             0.00042925
                     78,                0.85396,                0.69611,                 1.1515,                0.85734,                0.72624,                0.80392,                0.58656,                 1.1714,                0.80352,                 1.3306,             0.00041275,             0.00041275,             0.00041275
                     79,                0.85688,                0.69278,                 1.1558,                0.86038,                0.72664,                0.80467,                0.58605,                 1.1649,                0.79878,                 1.3286,             0.00039625,             0.00039625,             0.00039625
                     80,                0.86061,                0.69588,                 1.1543,                0.85173,                 0.7359,                0.80524,                0.58869,                 1.1633,                0.79868,                 1.3307,             0.00037974,             0.00037974,             0.00037974
                     81,                0.84799,                0.68981,                 1.1503,                0.86131,                0.73246,                0.80648,                0.58995,                 1.1589,                0.79237,                 1.3297,             0.00036324,             0.00036324,             0.00036324
                     82,                0.84754,                0.68654,                 1.1475,                0.85991,                0.73159,                0.80488,                0.58971,                 1.1566,                0.78925,                 1.3273,             0.00034674,             0.00034674,             0.00034674
                     83,                0.84261,                 0.6765,                 1.1448,                0.85046,                0.73672,                0.80731,                0.59071,                 1.1544,                0.78766,                 1.3233,             0.00033023,             0.00033023,             0.00033023
                     84,                0.84231,                0.65978,                  1.145,                0.84997,                0.74044,                0.80614,                0.59163,                 1.1601,                 0.7844,                 1.3242,             0.00031373,             0.00031373,             0.00031373
                     85,                0.83969,                0.66867,                 1.1441,                0.85617,                0.73518,                0.80561,                0.59163,                 1.1573,                0.78341,                 1.3252,             0.00029723,             0.00029723,             0.00029723
                     86,                0.84174,                0.65959,                 1.1395,                0.86462,                0.73153,                0.80699,                0.59396,                 1.1523,                0.78166,                 1.3217,             0.00028072,             0.00028072,             0.00028072
                     87,                0.82518,                0.66145,                 1.1285,                0.86655,                0.73189,                0.80733,                0.59422,                 1.1504,                0.77758,                 1.3202,             0.00026422,             0.00026422,             0.00026422
                     88,                0.82511,                0.65259,                 1.1308,                0.86423,                0.73368,                0.80688,                 0.5943,                 1.1504,                0.78081,                   1.32,             0.00024772,             0.00024772,             0.00024772
                     89,                0.84086,                0.66019,                 1.1376,                0.85794,                0.73845,                0.80609,                0.59374,                 1.1507,                0.77971,                 1.3213,             0.00023121,             0.00023121,             0.00023121
                     90,                0.81917,                0.64413,                 1.1319,                0.85882,                0.73562,                0.80545,                0.59324,                 1.1514,                0.77694,                 1.3229,             0.00021471,             0.00021471,             0.00021471
                     91,                0.84136,                0.59788,                 1.1392,                 0.8544,                0.73321,                0.80558,                0.59228,                 1.1512,                0.77735,                 1.3207,             0.00019821,             0.00019821,             0.00019821
                     92,                 0.8379,                0.58688,                 1.1396,                0.85716,                0.73219,                0.80594,                0.59345,                 1.1492,                0.77415,                 1.3173,              0.0001817,              0.0001817,              0.0001817
                     93,                0.82457,                0.57742,                 1.1323,                0.85996,                0.73295,                0.80667,                0.59377,                 1.1489,                 0.7743,                 1.3179,              0.0001652,              0.0001652,              0.0001652
                     94,                0.81644,                0.56828,                 1.1274,                 0.8553,                0.73852,                0.80757,                0.59338,                 1.1492,                0.77193,                 1.3205,              0.0001487,              0.0001487,              0.0001487
                     95,                0.81751,                0.57029,                 1.1296,                0.86847,                0.73274,                0.80987,                0.59467,                 1.1484,                0.76499,                   1.32,             0.00013219,             0.00013219,             0.00013219
                     96,                0.80991,                0.56129,                 1.1239,                 0.8641,                 0.7367,                0.80984,                0.59505,                  1.147,                0.76564,                 1.3209,             0.00011569,             0.00011569,             0.00011569
                     97,                0.80446,                 0.5523,                  1.123,                  0.861,                0.73685,                0.80783,                0.59465,                  1.147,                0.76514,                 1.3218,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.79699,                0.55352,                 1.1177,                0.85701,                0.73669,                0.80742,                0.59525,                 1.1467,                0.76453,                 1.3221,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 0.8032,                0.54526,                 1.1224,                0.85591,                 0.7389,                0.80801,                0.59509,                 1.1445,                0.76427,                 1.3213,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.79319,                0.54617,                 1.1118,                0.86398,                0.73589,                0.80806,                0.59534,                  1.142,                 0.7628,                 1.3194,             4.9677e-05,             4.9677e-05,             4.9677e-05
