                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.3267,                 1.2948,                 1.3995,                0.86648,                0.83784,                0.87709,                0.72858,                0.82337,                0.73911,                 1.2007,              0.0084317,              0.0084317,              0.0084317
                     19,                 1.3241,                 1.2766,                 1.3937,                0.88785,                0.83486,                0.87798,                0.73848,                0.81456,                0.71691,                 1.1975,              0.0083337,              0.0083337,              0.0083337
                     20,                 1.3222,                 1.2701,                 1.3854,                0.86705,                0.85148,                0.88304,                0.73745,                0.81653,                0.73748,                 1.2093,              0.0082356,              0.0082356,              0.0082356
                     21,                 1.2932,                 1.2438,                  1.371,                0.87046,                0.84714,                0.87733,                0.73613,                0.79477,                0.71846,                 1.1748,              0.0081376,              0.0081376,              0.0081376
                     22,                 1.3051,                  1.253,                 1.3746,                0.89469,                 0.8382,                0.88337,                0.74288,                 0.7795,                0.72677,                 1.1704,              0.0080396,              0.0080396,              0.0080396
                     23,                 1.2839,                 1.2271,                  1.363,                 0.8938,                0.83444,                0.88013,                 0.7353,                0.78192,                0.71327,                  1.166,              0.0079416,              0.0079416,              0.0079416
                     24,                 1.2882,                 1.2173,                 1.3635,                0.89225,                0.85263,                0.88348,                0.74012,                0.78658,                0.68929,                 1.1829,              0.0078436,              0.0078436,              0.0078436
                     25,                 1.2909,                 1.2158,                 1.3619,                0.89772,                0.84733,                0.88694,                 0.7474,                0.78449,                0.68424,                 1.1898,              0.0077455,              0.0077455,              0.0077455
                     26,                 1.2643,                 1.1919,                 1.3524,                0.89399,                0.84475,                0.88535,                0.74599,                0.78108,                0.68591,                 1.1777,              0.0076475,              0.0076475,              0.0076475
                     27,                 1.2783,                 1.2043,                 1.3611,                0.90184,                0.85188,                0.89322,                0.75732,                0.76644,                0.67743,                 1.1552,              0.0075495,              0.0075495,              0.0075495
                     28,                 1.2544,                 1.1911,                 1.3477,                0.88174,                0.84779,                0.88521,                0.75088,                0.76935,                0.69041,                 1.1607,              0.0074515,              0.0074515,              0.0074515
                     29,                 1.2547,                 1.1732,                 1.3426,                0.88805,                0.85308,                0.88909,                0.76042,                0.75165,                0.66465,                 1.1544,              0.0073535,              0.0073535,              0.0073535
                     30,                 1.2652,                 1.1823,                 1.3516,                0.86645,                0.86203,                0.88621,                0.75634,                0.74504,                0.67327,                 1.1549,              0.0072554,              0.0072554,              0.0072554
                     31,                 1.2481,                 1.1649,                 1.3371,                 0.8824,                0.85015,                0.89098,                 0.7561,                0.77105,                0.67183,                  1.161,              0.0071574,              0.0071574,              0.0071574
                     32,                 1.2476,                   1.15,                 1.3352,                0.91436,                0.85475,                0.89511,                0.76678,                0.74439,                0.64744,                 1.1442,              0.0070594,              0.0070594,              0.0070594
                     33,                 1.2337,                 1.1482,                 1.3295,                0.90937,                 0.8495,                0.89388,                0.76228,                 0.7524,                0.65138,                 1.1531,              0.0069614,              0.0069614,              0.0069614
                     34,                 1.2392,                 1.1337,                 1.3337,                0.89115,                0.86038,                0.89366,                0.76922,                0.73016,                0.65285,                 1.1438,              0.0068634,              0.0068634,              0.0068634
                     35,                 1.2356,                 1.1341,                 1.3248,                0.89224,                0.87168,                  0.898,                0.76939,                0.72955,                0.62623,                 1.1415,              0.0067653,              0.0067653,              0.0067653
                     36,                 1.2285,                 1.1332,                 1.3267,                0.89416,                0.84982,                0.89337,                0.76767,                0.71901,                0.63558,                 1.1289,              0.0066673,              0.0066673,              0.0066673
                     37,                 1.2263,                 1.1205,                 1.3247,                0.90394,                0.85724,                0.89777,                0.77402,                0.73123,                 0.6378,                 1.1415,              0.0065693,              0.0065693,              0.0065693
                     38,                 1.2277,                 1.1327,                 1.3247,                0.89244,                0.85363,                0.89356,                0.76427,                0.73213,                0.63511,                 1.1397,              0.0064713,              0.0064713,              0.0064713
                     39,                 1.2119,                 1.1041,                 1.3154,                0.89366,                 0.8657,                0.89845,                0.76854,                0.74927,                  0.628,                 1.1545,              0.0063733,              0.0063733,              0.0063733
                     40,                 1.2172,                 1.1048,                  1.317,                0.89604,                0.86492,                 0.8957,                0.76796,                 0.7379,                0.64405,                 1.1539,              0.0062752,              0.0062752,              0.0062752
                     41,                 1.2174,                 1.1048,                 1.3191,                0.89421,                 0.8571,                0.89428,                0.77181,                0.72234,                0.62803,                 1.1385,              0.0061772,              0.0061772,              0.0061772
                     42,                 1.2236,                 1.1059,                 1.3131,                0.91054,                0.86367,                0.89913,                0.77377,                0.72092,                0.61628,                 1.1374,              0.0060792,              0.0060792,              0.0060792
                     43,                 1.2078,                 1.0943,                 1.3081,                0.90225,                0.85999,                0.89954,                0.77058,                0.71657,                0.62808,                 1.1463,              0.0059812,              0.0059812,              0.0059812
                     44,                 1.1919,                 1.0727,                 1.2966,                 0.8946,                0.86437,                0.89762,                0.77323,                  0.715,                0.62012,                 1.1366,              0.0058832,              0.0058832,              0.0058832
                     45,                 1.1976,                 1.0897,                 1.2998,                 0.9048,                0.86185,                 0.8976,                0.77676,                 0.7048,                 0.6191,                 1.1278,              0.0057851,              0.0057851,              0.0057851
                     46,                 1.1953,                 1.0861,                  1.307,                 0.9119,                 0.8705,                0.90138,                0.78041,                0.70297,                0.59932,                 1.1343,              0.0056871,              0.0056871,              0.0056871
                     47,                 1.1976,                 1.0778,                 1.3007,                0.91496,                 0.8528,                0.89684,                0.77478,                0.70576,                0.59674,                 1.1247,              0.0055891,              0.0055891,              0.0055891
                     48,                 1.1894,                 1.0779,                 1.3041,                0.91893,                0.85435,                 0.8986,                0.77701,                0.69937,                0.60558,                 1.1257,              0.0054911,              0.0054911,              0.0054911
                     49,                 1.1876,                 1.0647,                 1.2936,                0.91248,                0.86151,                0.90238,                 0.7822,                 0.6974,                0.60011,                 1.1233,              0.0053931,              0.0053931,              0.0053931
                     50,                 1.1766,                 1.0475,                  1.288,                0.91086,                0.85676,                0.90071,                0.78313,                0.70569,                0.59921,                 1.1381,               0.005295,               0.005295,               0.005295
                     51,                 1.1848,                 1.0539,                 1.2921,                0.90463,                0.86811,                0.90192,                0.78433,                0.69238,                0.58122,                 1.1284,               0.005197,               0.005197,               0.005197
                     52,                 1.1929,                 1.0546,                 1.2964,                0.90839,                0.86828,                0.90057,                0.78353,                0.69691,                0.59107,                 1.1323,               0.005099,               0.005099,               0.005099
                     53,                 1.1718,                 1.0491,                 1.2865,                0.91966,                0.86692,                0.90293,                 0.7859,                0.69044,                0.58022,                  1.126,               0.005001,               0.005001,               0.005001
                     54,                 1.1744,                 1.0422,                 1.2859,                0.90598,                0.86549,                0.90232,                0.78693,                0.68813,                0.58038,                 1.1214,               0.004903,               0.004903,               0.004903
                     55,                 1.1607,                 1.0332,                 1.2785,                0.91374,                0.86593,                0.90538,                0.78767,                0.68886,                0.58191,                 1.1206,               0.004805,               0.004805,               0.004805
                     56,                 1.1738,                 1.0446,                 1.2886,                0.90756,                  0.883,                0.90489,                0.79085,                0.67597,                 0.5803,                 1.1138,              0.0047069,              0.0047069,              0.0047069
                     57,                 1.1589,                 1.0295,                 1.2796,                0.90813,                0.87741,                0.90097,                0.78678,                0.68517,                0.57963,                 1.1194,              0.0046089,              0.0046089,              0.0046089
                     58,                 1.1646,                  1.043,                 1.2845,                0.90569,                0.88049,                0.90412,                0.79221,                0.67128,                0.57107,                 1.1089,              0.0045109,              0.0045109,              0.0045109
                     59,                 1.1414,                 1.0111,                 1.2668,                0.91346,                0.87815,                0.90453,                0.79116,                0.67666,                0.56361,                 1.1177,              0.0044129,              0.0044129,              0.0044129
                     60,                 1.1538,                 1.0192,                 1.2733,                0.90762,                0.87327,                0.90292,                0.78871,                0.67745,                 0.5778,                 1.1204,              0.0043149,              0.0043149,              0.0043149
                     61,                   1.16,                 1.0127,                 1.2725,                0.91878,                0.86344,                0.90137,                0.78469,                0.67699,                0.57592,                 1.1148,              0.0042168,              0.0042168,              0.0042168
                     62,                 1.1545,                 1.0113,                 1.2728,                0.91156,                 0.8705,                 0.9039,                0.79077,                0.69173,                0.56337,                 1.1286,              0.0041188,              0.0041188,              0.0041188
                     63,                 1.1516,                 1.0136,                 1.2712,                0.91687,                0.86535,                 0.9035,                0.78899,                0.68444,                0.56456,                 1.1253,              0.0040208,              0.0040208,              0.0040208
                     64,                 1.1402,                0.99957,                 1.2621,                0.91715,                0.86503,                0.90651,                0.78997,                0.68333,                0.57232,                 1.1197,              0.0039228,              0.0039228,              0.0039228
                     65,                 1.1509,                 1.0029,                  1.269,                0.91936,                0.86805,                0.90684,                0.79124,                0.67511,                0.55313,                 1.1209,              0.0038248,              0.0038248,              0.0038248
                     66,                 1.1366,                0.99358,                 1.2655,                0.91913,                0.87372,                0.90543,                 0.7897,                0.67236,                0.55864,                 1.1111,              0.0037267,              0.0037267,              0.0037267
                     67,                 1.1277,                0.98993,                 1.2621,                0.91609,                0.87346,                0.90423,                0.79432,                0.67425,                 0.5571,                  1.116,              0.0036287,              0.0036287,              0.0036287
                     68,                 1.1359,                0.99177,                 1.2582,                0.91663,                0.86906,                0.90512,                0.79365,                0.66712,                0.55971,                 1.1006,              0.0035307,              0.0035307,              0.0035307
                     69,                  1.151,                 1.0035,                 1.2692,                0.91052,                0.87576,                0.90561,                0.79439,                0.66537,                0.55978,                 1.1046,              0.0034327,              0.0034327,              0.0034327
                     70,                 1.1266,                0.98463,                 1.2516,                0.90862,                0.87469,                 0.9045,                0.79326,                0.66958,                0.55906,                 1.1117,              0.0033347,              0.0033347,              0.0033347
                     71,                 1.1244,                0.97987,                 1.2539,                0.91636,                0.87398,                0.90622,                0.79367,                0.66938,                0.55366,                 1.1106,              0.0032366,              0.0032366,              0.0032366
                     72,                 1.1266,                0.98252,                 1.2572,                0.91917,                 0.8719,                0.90643,                0.79326,                0.66912,                0.54793,                 1.1142,              0.0031386,              0.0031386,              0.0031386
                     73,                 1.1149,                0.97385,                 1.2472,                0.91141,                0.87169,                0.90659,                0.79644,                0.66734,                0.55043,                 1.1153,              0.0030406,              0.0030406,              0.0030406
                     74,                 1.1281,                0.98379,                 1.2549,                0.90816,                0.88321,                0.90807,                0.79856,                0.66238,                0.54834,                 1.1076,              0.0029426,              0.0029426,              0.0029426
                     75,                 1.1173,                0.96885,                 1.2483,                0.92698,                0.85986,                0.90719,                0.79913,                0.66633,                0.54736,                 1.1099,              0.0028446,              0.0028446,              0.0028446
                     76,                 1.1109,                 0.9639,                 1.2426,                0.91872,                 0.8748,                0.90809,                0.79842,                0.66869,                0.54518,                 1.1116,              0.0027465,              0.0027465,              0.0027465
                     77,                 1.1202,                0.96774,                 1.2499,                0.92281,                0.87457,                0.90814,                0.79919,                0.66748,                0.54853,                 1.1096,              0.0026485,              0.0026485,              0.0026485
                     78,                  1.108,                 0.9522,                 1.2459,                0.92741,                0.87051,                0.90733,                0.80034,                0.66477,                0.54857,                 1.1082,              0.0025505,              0.0025505,              0.0025505
                     79,                 1.1132,                0.95963,                 1.2479,                0.92642,                0.86802,                0.90746,                0.79936,                0.66347,                0.54654,                 1.1128,              0.0024525,              0.0024525,              0.0024525
                     80,                  1.111,                0.96014,                 1.2444,                 0.9201,                 0.8791,                0.90764,                0.79964,                0.66587,                0.54175,                 1.1145,              0.0023545,              0.0023545,              0.0023545
                     81,                 1.0992,                0.94921,                 1.2391,                  0.922,                0.87158,                0.90625,                0.79918,                0.66758,                 0.5405,                 1.1168,              0.0022564,              0.0022564,              0.0022564
                     82,                 1.1038,                0.95338,                 1.2417,                0.91595,                0.87344,                0.90661,                0.79986,                 0.6624,                 0.5354,                 1.1115,              0.0021584,              0.0021584,              0.0021584
                     83,                 1.1073,                0.94832,                 1.2382,                0.91145,                  0.876,                0.90681,                0.79994,                0.66144,                0.53503,                 1.1086,              0.0020604,              0.0020604,              0.0020604
                     84,                 1.1064,                0.95143,                  1.235,                0.92226,                0.87366,                0.90672,                0.79816,                0.65719,                 0.5356,                 1.1036,              0.0019624,              0.0019624,              0.0019624
                     85,                 1.1102,                  0.953,                 1.2405,                0.91608,                0.86956,                0.90555,                0.79703,                0.65682,                0.53579,                 1.1008,              0.0018644,              0.0018644,              0.0018644
                     86,                 1.1081,                0.94811,                 1.2429,                0.91398,                0.87166,                0.90528,                0.79645,                0.65947,                0.53642,                 1.1031,              0.0017663,              0.0017663,              0.0017663
                     87,                 1.0924,                0.94006,                 1.2342,                0.90967,                0.88031,                0.90713,                0.79758,                0.66172,                0.53102,                 1.1082,              0.0016683,              0.0016683,              0.0016683
                     88,                 1.0846,                0.92579,                 1.2313,                0.91701,                0.87361,                0.90635,                 0.7972,                0.66011,                0.52925,                 1.1065,              0.0015703,              0.0015703,              0.0015703
                     89,                 1.0845,                0.92038,                 1.2269,                0.91657,                0.87472,                0.90737,                0.79804,                0.65599,                0.52584,                 1.1036,              0.0014723,              0.0014723,              0.0014723
                     90,                 1.0797,                0.92413,                 1.2301,                0.91333,                0.87659,                0.90701,                0.79645,                0.65866,                0.52625,                 1.1053,              0.0013743,              0.0013743,              0.0013743
                     91,                 1.0719,                0.91878,                  1.221,                0.91336,                0.87553,                0.90666,                 0.7967,                0.65957,                0.52583,                  1.106,              0.0012762,              0.0012762,              0.0012762
