                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.0039,                 0.9052,                 1.2529,                0.87359,                0.72102,                0.80799,                0.58916,                 1.1878,                0.86574,                 1.3527,               0.006634,               0.006634,               0.006634
                     37,                 1.0162,                0.91165,                  1.263,                0.86534,                0.73381,                0.81443,                0.59384,                 1.1781,                0.86104,                 1.3596,               0.006535,               0.006535,               0.006535
                     38,                0.99073,                0.89562,                 1.2479,                0.86846,                0.73707,                0.81468,                0.59704,                 1.1655,                0.85557,                 1.3474,               0.006436,               0.006436,               0.006436
                     39,                0.99454,                0.88981,                 1.2512,                0.86321,                0.73405,                0.81401,                 0.5969,                   1.17,                0.86019,                 1.3523,               0.006337,               0.006337,               0.006337
                     40,                0.97965,                0.87881,                  1.236,                0.86492,                0.74287,                0.81842,                  0.596,                 1.1711,                0.83341,                 1.3444,               0.006238,               0.006238,               0.006238
                     41,                0.99961,                0.89211,                 1.2525,                0.84841,                0.74434,                0.81767,                0.59853,                 1.1624,                0.83906,                 1.3506,               0.006139,               0.006139,               0.006139
                     42,                 0.9796,                0.87234,                 1.2388,                0.86083,                0.73576,                0.81441,                 0.5982,                 1.1693,                0.84168,                 1.3523,                0.00604,                0.00604,                0.00604
                     43,                0.97347,                0.86255,                 1.2382,                 0.8791,                0.73498,                0.81996,                0.60062,                 1.1677,                0.82963,                 1.3475,               0.005941,               0.005941,               0.005941
                     44,                0.97468,                0.85795,                 1.2361,                0.87223,                0.73911,                0.81827,                0.59854,                 1.1663,                0.81552,                 1.3388,               0.005842,               0.005842,               0.005842
                     45,                0.96268,                0.84578,                 1.2255,                0.86231,                 0.7452,                0.82104,                0.60643,                 1.1489,                0.81641,                 1.3297,               0.005743,               0.005743,               0.005743
                     46,                0.96729,                0.84479,                 1.2302,                0.87493,                0.75563,                0.82602,                0.61183,                 1.1374,                0.79777,                 1.3241,               0.005644,               0.005644,               0.005644
                     47,                0.97077,                0.85264,                 1.2263,                0.87228,                0.74453,                 0.8236,                0.60857,                 1.1373,                0.80418,                 1.3138,               0.005545,               0.005545,               0.005545
                     48,                0.95673,                0.83667,                 1.2172,                0.88238,                0.73956,                0.82479,                0.61079,                 1.1381,                0.80171,                 1.3242,               0.005446,               0.005446,               0.005446
                     49,                0.96751,                0.84661,                 1.2253,                0.87582,                0.75425,                0.82749,                0.61158,                 1.1375,                0.80001,                 1.3195,               0.005347,               0.005347,               0.005347
                     50,                0.96234,                0.84473,                 1.2253,                0.88716,                0.74597,                0.82644,                0.61133,                 1.1333,                0.79435,                 1.3131,               0.005248,               0.005248,               0.005248
                     51,                0.94967,                0.82094,                 1.2149,                0.88125,                0.74964,                0.82865,                0.60948,                 1.1401,                0.79493,                 1.3217,               0.005149,               0.005149,               0.005149
                     52,                0.95161,                0.81849,                  1.213,                0.89273,                0.74335,                 0.8284,                0.61391,                 1.1256,                0.78906,                 1.3114,                0.00505,                0.00505,                0.00505
                     53,                0.93982,                0.80846,                  1.205,                 0.8907,                0.75117,                 0.8385,                0.61847,                 1.1232,                0.77986,                 1.3148,               0.004951,               0.004951,               0.004951
                     54,                0.95218,                0.81312,                 1.2138,                0.87847,                0.75865,                0.83606,                0.61747,                  1.128,                0.76348,                  1.316,               0.004852,               0.004852,               0.004852
                     55,                0.94552,                0.80907,                 1.2192,                0.88888,                0.75713,                0.84079,                0.61847,                 1.1313,                0.76803,                 1.3226,               0.004753,               0.004753,               0.004753
                     56,                0.93291,                0.80426,                 1.2058,                0.88409,                0.76595,                0.83711,                 0.6183,                 1.1286,                0.76652,                  1.313,               0.004654,               0.004654,               0.004654
                     57,                0.92649,                0.78394,                  1.203,                0.88112,                0.76293,                0.83733,                0.62137,                 1.1192,                0.76266,                 1.3054,               0.004555,               0.004555,               0.004555
                     58,                0.92111,                 0.7934,                 1.1988,                0.87541,                0.76905,                 0.8366,                0.62433,                 1.1134,                0.75689,                 1.3019,               0.004456,               0.004456,               0.004456
                     59,                0.92408,                0.77808,                 1.1984,                0.88053,                0.77439,                0.84163,                0.62472,                 1.1125,                0.75064,                 1.2975,               0.004357,               0.004357,               0.004357
                     60,                 0.9225,                0.78689,                 1.1952,                0.87477,                0.77078,                0.83786,                0.62391,                 1.1099,                0.75148,                  1.296,               0.004258,               0.004258,               0.004258
                     61,                0.92212,                0.77556,                 1.1974,                 0.8863,                0.76365,                0.83912,                 0.6246,                 1.1163,                0.75074,                 1.3009,               0.004159,               0.004159,               0.004159
                     62,                0.92125,                0.78226,                 1.1977,                0.88094,                0.76528,                 0.8428,                0.62531,                 1.1145,                0.74998,                 1.3029,                0.00406,                0.00406,                0.00406
                     63,                0.91129,                0.76248,                 1.1882,                0.89522,                0.76803,                0.84557,                0.62744,                 1.1129,                0.73794,                 1.2979,               0.003961,               0.003961,               0.003961
                     64,                0.93246,                0.78387,                 1.2004,                0.89111,                0.76683,                0.84398,                 0.6291,                 1.1067,                0.73309,                 1.2987,               0.003862,               0.003862,               0.003862
                     65,                 0.9118,                 0.7677,                 1.1844,                0.88524,                0.77371,                0.84763,                0.63078,                  1.105,                0.73258,                  1.294,               0.003763,               0.003763,               0.003763
                     66,                0.90962,                0.75936,                 1.1899,                0.88343,                0.77011,                0.84547,                0.63039,                 1.1029,                0.72824,                 1.2947,               0.003664,               0.003664,               0.003664
                     67,                0.90526,                0.74867,                 1.1842,                0.89193,                0.76774,                0.84544,                 0.6317,                 1.1042,                0.72562,                 1.2955,               0.003565,               0.003565,               0.003565
                     68,                0.89944,                0.74869,                 1.1839,                0.88909,                0.77715,                0.84946,                0.63376,                  1.101,                0.72492,                 1.2948,               0.003466,               0.003466,               0.003466
                     69,                0.90855,                0.75895,                  1.192,                0.89146,                 0.7735,                0.85165,                0.63218,                 1.1028,                0.73267,                 1.2981,               0.003367,               0.003367,               0.003367
                     70,                0.90568,                0.73849,                 1.1824,                0.88427,                0.77962,                0.85178,                0.63302,                 1.1013,                0.72154,                 1.2976,               0.003268,               0.003268,               0.003268
                     71,                0.89371,                0.73341,                 1.1768,                0.88238,                0.77941,                0.84886,                0.63336,                 1.0983,                0.71782,                 1.2912,               0.003169,               0.003169,               0.003169
                     72,                0.88205,                0.72878,                 1.1718,                0.89234,                 0.7725,                0.84869,                0.63263,                  1.092,                0.71783,                 1.2873,                0.00307,                0.00307,                0.00307
                     73,                0.89598,                0.73619,                 1.1754,                0.89626,                0.77208,                0.85033,                0.63773,                 1.0895,                0.71041,                 1.2864,               0.002971,               0.002971,               0.002971
                     74,                0.87803,                0.70883,                 1.1656,                0.89285,                0.77512,                0.85022,                0.63753,                 1.0955,                0.70778,                  1.289,               0.002872,               0.002872,               0.002872
                     75,                0.87546,                0.71479,                 1.1632,                0.89436,                0.77776,                0.85231,                0.63713,                 1.0917,                0.70262,                 1.2859,               0.002773,               0.002773,               0.002773
                     76,                0.88004,                0.71923,                 1.1639,                0.89797,                0.77756,                0.85385,                0.63892,                 1.0876,                 0.7077,                 1.2851,               0.002674,               0.002674,               0.002674
                     77,                0.87418,                0.70971,                 1.1646,                0.89166,                0.77873,                0.85228,                0.63849,                 1.0936,                0.70916,                 1.2897,               0.002575,               0.002575,               0.002575
                     78,                0.88168,                0.71448,                 1.1674,                0.89369,                0.77483,                0.85231,                0.64095,                 1.0846,                0.70641,                 1.2847,               0.002476,               0.002476,               0.002476
