                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                0.89017,                0.73266,                 1.1713,                0.85086,                0.71901,                0.79578,                0.58552,                 1.1557,                 0.8148,                  1.321,             0.00057778,             0.00057778,             0.00057778
                     69,                0.89387,                0.74209,                 1.1789,                0.86047,                0.71914,                0.80133,                0.58772,                 1.1538,                0.81058,                  1.317,             0.00056128,             0.00056128,             0.00056128
                     70,                0.89824,                0.74235,                 1.1859,                 0.8551,                0.72144,                0.80144,                0.58702,                 1.1549,                0.80638,                 1.3201,             0.00054478,             0.00054478,             0.00054478
                     71,                0.90052,                0.73726,                 1.1803,                0.85047,                0.72162,                0.79851,                0.58833,                 1.1508,                0.80234,                   1.32,             0.00052827,             0.00052827,             0.00052827
                     72,                0.87798,                0.72352,                 1.1715,                0.85711,                0.71955,                0.79778,                0.58613,                 1.1528,                 0.8023,                  1.319,             0.00051177,             0.00051177,             0.00051177
                     73,                0.86918,                0.71463,                 1.1585,                 0.8621,                0.71871,                 0.7989,                0.58587,                 1.1513,                0.80821,                 1.3175,             0.00049527,             0.00049527,             0.00049527
                     74,                0.87757,                0.71018,                 1.1609,                0.86315,                0.72099,                0.79892,                0.58702,                   1.15,                0.79972,                 1.3154,             0.00047876,             0.00047876,             0.00047876
                     75,                0.86073,                0.71069,                 1.1595,                0.86014,                0.72814,                0.80306,                0.59025,                 1.1438,                0.79512,                 1.3155,             0.00046226,             0.00046226,             0.00046226
                     76,                 0.8648,                0.69864,                 1.1617,                0.86382,                0.72145,                0.80111,                0.58991,                 1.1412,                0.79171,                 1.3111,             0.00044576,             0.00044576,             0.00044576
                     77,                0.86799,                0.70451,                 1.1612,                0.85764,                0.72651,                0.80288,                0.58939,                 1.1414,                0.79136,                 1.3129,             0.00042925,             0.00042925,             0.00042925
                     78,                0.87045,                0.70811,                 1.1641,                0.85664,                0.72496,                0.80189,                0.59062,                 1.1398,                0.78434,                 1.3102,             0.00041275,             0.00041275,             0.00041275
                     79,                0.85506,                0.68793,                 1.1485,                 0.8576,                 0.7234,                 0.8026,                0.59105,                 1.1401,                 0.7823,                 1.3082,             0.00039625,             0.00039625,             0.00039625
                     80,                0.86971,                0.69139,                 1.1554,                0.87038,                 0.7194,                0.80209,                0.59291,                 1.1409,                0.78161,                 1.3101,             0.00037974,             0.00037974,             0.00037974
                     81,                0.86232,                0.68826,                 1.1589,                0.87474,                0.71889,                0.80493,                0.59528,                  1.132,                0.77926,                 1.3074,             0.00036324,             0.00036324,             0.00036324
                     82,                0.86078,                0.68878,                 1.1509,                0.86014,                0.72959,                0.80672,                 0.5949,                 1.1321,                0.77607,                 1.3059,             0.00034674,             0.00034674,             0.00034674
                     83,                0.84915,                0.66782,                 1.1445,                0.86789,                0.72723,                0.80578,                0.59579,                 1.1286,                0.77494,                 1.3031,             0.00033023,             0.00033023,             0.00033023
                     84,                0.84094,                0.67222,                 1.1411,                0.86318,                0.72713,                0.80536,                0.59441,                 1.1299,                0.77512,                 1.3058,             0.00031373,             0.00031373,             0.00031373
                     85,                0.84874,                0.66625,                 1.1465,                0.86584,                0.72829,                0.80592,                0.59604,                 1.1275,                0.77338,                 1.3018,             0.00029723,             0.00029723,             0.00029723
                     86,                0.84327,                0.66564,                 1.1458,                0.86218,                0.73121,                0.80595,                0.59636,                 1.1321,                0.77406,                 1.3083,             0.00028072,             0.00028072,             0.00028072
                     87,                0.83666,                0.66304,                 1.1397,                0.85617,                0.74086,                0.80622,                0.59704,                   1.13,                0.77281,                 1.3068,             0.00026422,             0.00026422,             0.00026422
                     88,                0.84082,                0.65536,                 1.1425,                0.85769,                 0.7377,                0.80591,                0.59792,                 1.1258,                 0.7681,                 1.3038,             0.00024772,             0.00024772,             0.00024772
                     89,                0.82993,                0.64889,                 1.1293,                0.85874,                0.73704,                0.80632,                 0.5984,                 1.1243,                0.76992,                  1.302,             0.00023121,             0.00023121,             0.00023121
                     90,                0.83618,                0.66062,                 1.1374,                0.87077,                0.72806,                0.80577,                0.59778,                 1.1259,                0.77332,                 1.3045,             0.00021471,             0.00021471,             0.00021471
                     91,                0.84693,                0.59966,                 1.1448,                0.86593,                0.72984,                0.80582,                0.59596,                  1.125,                0.77073,                 1.3035,             0.00019821,             0.00019821,             0.00019821
                     92,                0.83098,                0.58593,                  1.139,                0.86712,                0.72896,                0.80606,                 0.5958,                 1.1234,                0.76973,                  1.303,              0.0001817,              0.0001817,              0.0001817
                     93,                 0.8254,                0.57974,                 1.1316,                0.85875,                0.73373,                0.80459,                0.59687,                 1.1232,                0.76985,                 1.3032,              0.0001652,              0.0001652,              0.0001652
                     94,                0.81993,                0.56779,                 1.1296,                0.85848,                0.73197,                0.80478,                0.59665,                 1.1204,                0.76878,                 1.3016,              0.0001487,              0.0001487,              0.0001487
                     95,                0.81877,                0.56417,                 1.1253,                0.86327,                0.72929,                0.80542,                0.59767,                 1.1156,                0.76523,                 1.2995,             0.00013219,             0.00013219,             0.00013219
                     96,                0.81447,                0.55391,                 1.1275,                0.85607,                0.73768,                0.80551,                0.59804,                 1.1144,                0.76225,                  1.299,             0.00011569,             0.00011569,             0.00011569
                     97,                0.80977,                0.54796,                 1.1201,                0.85614,                0.74197,                0.80738,                0.59909,                  1.117,                0.75993,                 1.3013,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.80259,                0.54663,                   1.12,                0.84328,                0.74827,                0.80773,                0.59829,                 1.1187,                0.75877,                 1.3035,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 0.8035,                0.55022,                 1.1194,                0.86974,                0.72782,                0.80704,                0.59854,                 1.1188,                0.75767,                 1.3049,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.80008,                0.54359,                 1.1174,                0.87591,                0.72381,                0.80778,                0.59927,                 1.1178,                0.75564,                 1.3031,             4.9677e-05,             4.9677e-05,             4.9677e-05
