                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.2158,                 1.1136,                 1.3659,                0.91498,                0.88663,                0.90756,                0.79963,                0.67329,                0.54926,                 1.1301,               0.007228,               0.007228,               0.007228
                     31,                 1.2039,                 1.0952,                 1.3579,                0.92378,                0.89041,                0.91418,                0.80415,                0.68385,                0.54318,                 1.1237,               0.007129,               0.007129,               0.007129
                     32,                 1.1917,                 1.0809,                 1.3489,                0.93044,                0.88818,                0.91428,                0.80625,                0.66602,                0.53406,                 1.1118,                0.00703,                0.00703,                0.00703
                     33,                 1.1772,                 1.0704,                 1.3445,                0.92995,                0.89025,                0.91277,                0.80873,                0.67003,                0.51159,                 1.1232,               0.006931,               0.006931,               0.006931
                     34,                 1.1826,                 1.0532,                 1.3453,                0.92125,                0.89347,                0.91755,                0.80902,                0.66289,                0.52491,                 1.1219,               0.006832,               0.006832,               0.006832
                     35,                 1.1843,                  1.064,                 1.3391,                0.92215,                0.89177,                0.91489,                 0.8092,                 0.6729,                0.52793,                 1.1316,               0.006733,               0.006733,               0.006733
                     36,                 1.1756,                 1.0504,                 1.3357,                 0.9211,                0.90102,                0.91842,                 0.8163,                0.65124,                0.50588,                 1.1098,               0.006634,               0.006634,               0.006634
                     37,                 1.1732,                 1.0351,                 1.3346,                0.92452,                0.89127,                0.91896,                0.81144,                0.65753,                0.50449,                 1.1225,               0.006535,               0.006535,               0.006535
                     38,                 1.1714,                 1.0392,                 1.3346,                0.92717,                0.88569,                0.91516,                0.81456,                 0.6578,                0.51319,                 1.1178,               0.006436,               0.006436,               0.006436
                     39,                 1.1547,                 1.0185,                 1.3284,                0.93713,                0.88875,                0.91794,                0.81365,                0.66211,                0.51075,                 1.1235,               0.006337,               0.006337,               0.006337
                     40,                 1.1532,                  1.012,                  1.326,                0.91736,                0.89025,                0.91639,                0.80998,                0.64371,                0.49474,                 1.1048,               0.006238,               0.006238,               0.006238
                     41,                 1.1535,                 1.0119,                 1.3195,                0.92593,                0.90364,                0.92101,                0.81978,                0.64398,                0.48596,                 1.1082,               0.006139,               0.006139,               0.006139
                     42,                 1.1622,                 1.0167,                 1.3213,                0.92556,                0.88964,                 0.9144,                0.81612,                0.65289,                0.51982,                 1.1099,                0.00604,                0.00604,                0.00604
                     43,                 1.1457,                 1.0044,                 1.3161,                0.92144,                0.89438,                 0.9199,                0.81833,                0.65034,                0.49262,                 1.1196,               0.005941,               0.005941,               0.005941
                     44,                   1.13,                0.97698,                 1.3037,                0.92671,                0.88564,                0.91378,                0.81115,                0.65092,                0.50985,                 1.1143,               0.005842,               0.005842,               0.005842
                     45,                 1.1262,                0.98466,                 1.3022,                0.92107,                 0.8943,                0.91767,                0.81656,                0.64192,                0.49506,                 1.1229,               0.005743,               0.005743,               0.005743
                     46,                 1.1286,                0.97751,                 1.3037,                0.92478,                0.88979,                0.91811,                0.81393,                0.63729,                0.49681,                 1.1115,               0.005644,               0.005644,               0.005644
                     47,                 1.1297,                0.97798,                 1.3049,                0.92298,                0.90329,                0.92086,                0.82043,                0.63728,                0.48001,                  1.106,               0.005545,               0.005545,               0.005545
                     48,                 1.1234,                0.97264,                 1.3074,                 0.9281,                0.89189,                0.91828,                 0.8178,                0.63532,                0.48563,                 1.1108,               0.005446,               0.005446,               0.005446
                     49,                 1.1123,                0.95884,                 1.2903,                0.92601,                0.89094,                0.91961,                0.82152,                0.63469,                0.48359,                 1.1069,               0.005347,               0.005347,               0.005347
                     50,                  1.106,                0.94092,                 1.2825,                0.93593,                0.88487,                0.92088,                0.82442,                0.62161,                 0.4802,                 1.0992,               0.005248,               0.005248,               0.005248
                     51,                 1.1074,                0.94305,                 1.2871,                0.93203,                0.89673,                0.91933,                0.82359,                0.61925,                0.47505,                 1.0892,               0.005149,               0.005149,               0.005149
                     52,                 1.1188,                0.94892,                 1.2962,                0.92803,                0.89464,                0.91956,                 0.8186,                0.62754,                0.49129,                 1.0981,                0.00505,                0.00505,                0.00505
                     53,                 1.1037,                0.93249,                 1.2872,                0.93505,                0.89067,                0.92114,                 0.8254,                0.61783,                0.46879,                 1.0907,               0.004951,               0.004951,               0.004951
                     54,                 1.1026,                0.92587,                 1.2873,                0.93034,                0.89846,                0.91944,                0.82322,                0.61933,                 0.4681,                 1.0958,               0.004852,               0.004852,               0.004852
                     55,                 1.0882,                0.91515,                 1.2796,                0.93442,                0.89676,                0.92151,                0.82312,                0.61511,                0.46144,                 1.0927,               0.004753,               0.004753,               0.004753
                     56,                  1.101,                  0.921,                  1.286,                 0.9268,                0.90116,                0.91776,                0.82403,                0.61272,                0.46071,                 1.0879,               0.004654,               0.004654,               0.004654
                     57,                  1.082,                0.90849,                 1.2712,                0.93704,                0.88952,                0.92214,                0.82607,                0.61335,                0.46234,                 1.0928,               0.004555,               0.004555,               0.004555
                     58,                 1.0895,                0.91562,                 1.2787,                0.93335,                0.89953,                0.92206,                0.82555,                0.60721,                0.45685,                 1.0863,               0.004456,               0.004456,               0.004456
                     59,                 1.0612,                 0.8872,                  1.256,                0.93203,                0.90186,                0.92477,                0.82777,                0.60967,                0.45174,                 1.0898,               0.004357,               0.004357,               0.004357
                     60,                 1.0781,                0.89035,                  1.267,                0.92635,                0.90143,                0.91936,                0.82543,                0.60788,                  0.464,                 1.0965,               0.004258,               0.004258,               0.004258
                     61,                 1.0853,                0.88795,                 1.2706,                0.93846,                0.89188,                0.92165,                0.82227,                0.61752,                0.45567,                 1.0938,               0.004159,               0.004159,               0.004159
                     62,                 1.0741,                0.87374,                  1.262,                0.93227,                0.89625,                0.92072,                0.82473,                0.61948,                0.45857,                 1.1023,                0.00406,                0.00406,                0.00406
                     63,                 1.0643,                 0.8702,                 1.2551,                0.93826,                0.89191,                0.92091,                0.82517,                0.61235,                0.45472,                  1.096,               0.003961,               0.003961,               0.003961
                     64,                 1.0608,                0.86813,                 1.2538,                 0.9247,                0.90438,                0.92489,                0.82934,                0.61191,                0.44595,                 1.0919,               0.003862,               0.003862,               0.003862
                     65,                 1.0696,                0.86873,                 1.2546,                0.93403,                0.89658,                0.92298,                0.82944,                0.60337,                 0.4506,                 1.0812,               0.003763,               0.003763,               0.003763
                     66,                 1.0499,                0.85836,                  1.249,                0.91981,                0.90624,                0.91767,                 0.8256,                0.59776,                0.45271,                 1.0797,               0.003664,               0.003664,               0.003664
                     67,                 1.0409,                0.84647,                 1.2436,                0.92874,                0.90388,                0.91936,                0.82872,                0.59877,                0.44906,                 1.0854,               0.003565,               0.003565,               0.003565
                     68,                 1.0455,                0.84977,                  1.241,                0.93519,                0.89981,                0.92058,                0.83154,                0.59048,                0.44828,                 1.0747,               0.003466,               0.003466,               0.003466
                     69,                 1.0598,                0.85688,                 1.2521,                0.93339,                0.90165,                0.92192,                0.83015,                0.59093,                0.44293,                 1.0784,               0.003367,               0.003367,               0.003367
                     70,                 1.0377,                0.83488,                 1.2352,                 0.9371,                 0.9051,                0.92418,                0.83044,                0.59171,                0.44869,                 1.0769,               0.003268,               0.003268,               0.003268
                     71,                 1.0325,                0.82444,                 1.2317,                   0.93,                0.90506,                0.92225,                0.83093,                0.58789,                0.43966,                 1.0759,               0.003169,               0.003169,               0.003169
                     72,                 1.0338,                0.83036,                  1.232,                0.93287,                0.90218,                0.92278,                0.82934,                0.59173,                0.43529,                 1.0795,                0.00307,                0.00307,                0.00307
                     73,                 1.0262,                0.81994,                 1.2259,                0.92521,                0.90292,                0.92362,                0.83296,                0.58431,                0.43943,                  1.071,               0.002971,               0.002971,               0.002971
                     74,                 1.0331,                0.81583,                 1.2307,                0.93804,                0.89284,                0.92223,                0.83029,                0.58994,                0.43927,                 1.0769,               0.002872,               0.002872,               0.002872
                     75,                 1.0195,                0.81142,                 1.2222,                0.93749,                0.89133,                0.92172,                0.82956,                0.59699,                0.44361,                 1.0844,               0.002773,               0.002773,               0.002773
                     76,                 1.0172,                0.80621,                 1.2181,                0.93268,                0.89948,                0.92329,                0.83163,                0.59351,                0.43918,                 1.0824,               0.002674,               0.002674,               0.002674
                     77,                  1.019,                0.81029,                 1.2253,                0.93705,                0.89514,                0.92205,                0.83115,                0.59086,                0.43838,                 1.0803,               0.002575,               0.002575,               0.002575
                     78,                 1.0065,                0.79268,                 1.2199,                0.93775,                0.89686,                0.92342,                0.83265,                0.58986,                0.43214,                 1.0787,               0.002476,               0.002476,               0.002476
                     79,                 1.0127,                0.78769,                 1.2217,                0.93161,                0.90147,                0.92199,                0.83263,                0.58447,                 0.4301,                 1.0716,               0.002377,               0.002377,               0.002377
                     80,                 1.0051,                0.78997,                 1.2163,                 0.9392,                0.89399,                0.92227,                0.83379,                 0.5834,                0.43028,                 1.0728,               0.002278,               0.002278,               0.002278
                     81,                0.99411,                0.77962,                  1.207,                 0.9349,                 0.8973,                 0.9221,                0.83311,                0.58134,                0.42904,                   1.07,               0.002179,               0.002179,               0.002179
                     82,                0.99727,                0.77982,                 1.2087,                0.93791,                0.89467,                0.92157,                0.83228,                0.58083,                0.43567,                 1.0698,                0.00208,                0.00208,                0.00208
                     83,                 1.0023,                0.77287,                 1.2077,                0.93964,                0.89359,                0.92222,                0.83429,                  0.579,                0.43494,                 1.0678,               0.001981,               0.001981,               0.001981
                     84,                0.99733,                0.77304,                 1.2028,                0.94145,                0.89259,                0.92532,                0.83632,                0.57398,                0.43051,                 1.0645,               0.001882,               0.001882,               0.001882
                     85,                  0.998,                0.77393,                 1.2057,                0.93649,                0.89153,                0.92397,                0.83625,                0.57321,                0.42874,                 1.0638,               0.001783,               0.001783,               0.001783
                     86,                0.99419,                0.76321,                 1.2067,                0.93583,                0.89325,                0.92383,                0.83635,                0.57655,                0.43177,                  1.066,               0.001684,               0.001684,               0.001684
                     87,                0.98203,                0.75804,                 1.1997,                0.94261,                0.88625,                0.92334,                0.83477,                0.57938,                0.43148,                 1.0694,               0.001585,               0.001585,               0.001585
                     88,                0.97161,                0.74631,                 1.1908,                0.94026,                0.88652,                0.92211,                0.83469,                0.58019,                0.43292,                 1.0696,               0.001486,               0.001486,               0.001486
                     89,                0.97142,                0.73974,                 1.1926,                0.94106,                0.89153,                 0.9221,                0.83426,                0.57562,                0.42844,                 1.0658,               0.001387,               0.001387,               0.001387
                     90,                0.96486,                0.73558,                 1.1904,                0.93505,                0.89813,                0.92182,                0.83563,                0.57783,                0.42962,                 1.0671,               0.001288,               0.001288,               0.001288
                     91,                0.97321,                0.66233,                 1.1897,                0.93877,                0.89326,                 0.9224,                0.83623,                0.57769,                0.43343,                 1.0663,               0.001189,               0.001189,               0.001189
                     92,                0.95951,                0.64323,                 1.1832,                0.92633,                0.90197,                 0.9225,                0.83585,                0.57584,                0.43161,                 1.0635,                0.00109,                0.00109,                0.00109
                     93,                0.95259,                0.63155,                 1.1815,                0.93134,                 0.8979,                0.92224,                0.83481,                0.57445,                0.43023,                 1.0618,               0.000991,               0.000991,               0.000991
                     94,                0.94918,                0.62986,                 1.1795,                0.93741,                0.89246,                 0.9217,                0.83393,                0.57617,                0.43184,                 1.0634,               0.000892,               0.000892,               0.000892
                     95,                0.94116,                0.61931,                 1.1718,                0.94257,                0.88855,                0.92153,                 0.8346,                0.57438,                0.43101,                 1.0615,               0.000793,               0.000793,               0.000793
                     96,                0.93046,                0.60668,                  1.162,                0.93689,                0.89034,                0.92151,                0.83513,                0.57408,                0.43022,                  1.061,               0.000694,               0.000694,               0.000694
                     97,                0.92553,                0.60912,                 1.1636,                0.93642,                0.89204,                0.92078,                0.83547,                0.57339,                0.43169,                 1.0597,               0.000595,               0.000595,               0.000595
                     98,                0.92088,                0.59688,                 1.1609,                0.93506,                0.89358,                0.92062,                0.83563,                0.57254,                 0.4337,                 1.0593,               0.000496,               0.000496,               0.000496
                     99,                0.91671,                0.59589,                 1.1542,                0.93731,                0.89022,                0.92065,                0.83447,                0.57179,                0.43422,                 1.0585,               0.000397,               0.000397,               0.000397
                    100,                0.91218,                 0.5918,                 1.1539,                 0.9377,                0.88936,                0.91997,                0.83475,                0.57124,                0.43429,                 1.0578,               0.000298,               0.000298,               0.000298
